Pat                  , Female Gender
Jalia                , Female Gender
Shirley              , Female Gender
EDDIE                , Male Gender  
Elaine               , Female Gender
Daphne               , Female Gender
Robert               , Male Gender  
Imogene              , Female Gender
Elaine               , Female Gender
Donna                , Female Gender
Rosa                 , Female Gender
Vanessa              , Female Gender
Annie                , Female Gender
Suzette              , Female Gender
Angela               , Female Gender
Peggy                , Female Gender
Delphine             , Female Gender
Cindy                , Female Gender
Susan                , Female Gender
Gail                 , Female Gender
Sandra               , Female Gender
Stephen              , Male Gender  
John                 , Male Gender  
Sandra               , Female Gender
Marjory              , Female Gender
Sharon               , Female Gender
Roger                , Female Gender
Ray                  , Female Gender
Marsha               , Female Gender
Kathy                , Female Gender
Jade                 , Female Gender
Julia                , Female Gender
Fran                 , Female Gender
Gloria               , Female Gender
Patricia             , Female Gender
Patricia             , Female Gender
Sally                , Female Gender
Gretha               , Female Gender
Anne                 , Female Gender
Audrey               , Female Gender
JAMES                , Male Gender  
Clifton              , Male Gender  
Clifton              , Male Gender  
Phyllis              , Female Gender
Catherine            , Female Gender
Mary                 , Female Gender
Lisa                 , Female Gender
Melinda              , Female Gender
Gwen                 , Female Gender
Nora                 , Female Gender
Cynthia              , Female Gender
Mary                 , Female Gender
Theresa              , Female Gender
Sarah                , Female Gender
Stephanie            , Female Gender
Linda                , Female Gender
Annie                , Female Gender
Nancy                , Female Gender
Debra                , Female Gender
Mary                 , Female Gender
Carla                , Female Gender
